USDINR Curncy,Last Price
Dates,PX_LAST
42257,66.4337
42258,66.5412
42261,66.33
42262,66.3638
42263,66.46
42265,65.6738
42268,65.7388
42269,65.8825
42270,65.9875
42271,66.1563
42275,66.045
42276,65.955
42277,65.59
42278,65.5125
42282,65.3
42283,65.4125
42284,64.96
42285,65.0788
42286,64.735
42289,64.7525
42290,65.185
42291,65.0375
42292,64.825
42293,64.815
42296,64.805
42297,65.0575
42298,65.1263
42300,64.8288
42303,64.965
42304,64.9637
42305,64.9275
42306,65.305
42307,65.265
42310,65.585
42311,65.655
42312,65.4863
42313,65.7437
42314,65.7625
42317,66.4475
42318,66.3138
42321,66.0988
42324,65.9962
42325,66.0338
42326,66.3
42327,66.185
42328,66.195
42331,66.4775
42332,66.325
42334,66.5663
42335,66.7575
42338,66.6675
42339,66.495
42340,66.605
42341,66.6613
42342,66.6875
42345,66.7337
42346,66.8387
42347,66.84
42348,66.72
42349,66.895
42352,67.1037
42353,66.9325
42354,66.7262
42355,66.4212
42356,66.4037
42359,66.3525
42360,66.33
42361,66.21
42366,66.1975
42367,66.395
42368,66.3875
42369,66.1537
42370,66.14
42373,66.6175
42374,66.5963
42375,66.83
42376,66.9263
42377,66.635
42380,66.8087
42381,66.87
42382,66.8537
42383,67.295
42384,67.605
42387,67.6888
42388,67.6463
42389,67.9638
42390,68.025
42391,67.63
42394,67.8362
42396,68.05
42397,68.225
42398,67.7925
42401,67.84
42402,67.9825
42403,68.0725
42404,67.5663
42405,67.6537
42408,67.94
42409,67.8987
42410,67.855
42411,68.3
42412,68.235
42415,68.06
42416,68.3825
42417,68.4688
42418,68.4675
42422,68.605
42423,68.5862
42424,68.5625
42425,68.71
42426,68.6325
42429,68.4225
42430,67.865
42431,67.5462
42432,67.3387
42433,67.095
42437,67.3463
42438,67.215
42439,67.0675
42440,67.0538
42443,67.105
42444,67.3862
42445,67.235
42446,66.7462
42447,66.5063
42450,66.535
42451,66.7175
42452,66.6362
42457,66.57
42458,66.5388
42459,66.385
42460,66.2475
42464,66.205
42465,66.4625
42466,66.66
42467,66.4675
42471,66.4312
42472,66.4263
42473,66.645
42478,66.5525
42480,66.2213
42481,66.395
42482,66.4837
42485,66.6175
42486,66.5237
42487,66.4525
42488,66.5213
42489,66.33
42492,66.4538
42493,66.4275
42494,66.555
42495,66.5563
42496,66.555
42499,66.5825
42500,66.6787
42501,66.565
42502,66.625
42503,66.7737
42506,66.805
42507,66.875
42508,66.985
42509,67.3712
42510,67.4463
42513,67.495
42514,67.755
42515,67.335
42516,67.1775
42517,67.035
42520,67.1687
42521,67.26
42522,67.4538
42523,67.29
42524,67.26
42527,66.9775
42528,66.7762
42529,66.6512
42530,66.72
42531,66.76
42534,67.14
42535,67.2675
42536,67.1525
42537,67.2775
42538,67.085
42541,67.3187
42542,67.49
42543,67.48
42544,67.2513
42545,67.9688
42548,67.945
42549,67.9525
42550,67.685
42551,67.525
42552,67.32
42555,67.265
42556,67.455
42558,67.3975
42559,67.37
42562,67.1362
42563,67.1837
42564,67.055
42565,66.9138
42566,67.0712
42569,67.195
42570,67.1075
42571,67.1975
42572,67.1775
42573,67.0813
42576,67.3537
42577,67.275
42578,67.1463
42579,67.035
42580,66.995
42583,66.7437
42584,66.74
42585,66.9925
42586,66.9175
42587,66.7762
42590,66.845
42591,66.8425
42592,66.715
42593,66.8438
42594,66.8887
42597,66.853
42598,66.765
42600,66.81
42601,67.0612
42604,67.1862
42605,67.0625
42606,67.1013
42607,67.055
42608,67.0587
42611,67.1763
42612,67.0313
42613,66.9637
42614,66.9588
42615,66.825
42619,66.525
42620,66.3675
42621,66.4238
42622,66.6775
42625,66.9238
42627,66.895
42628,67.025
42629,66.985
42632,66.9675
42633,67.0163
42634,67.0212
42635,66.665
42636,66.655
42639,66.6125
42640,66.4875
42641,66.465
42642,66.855
42643,66.6113
42646,66.5813
42647,66.4612
42648,66.5075
42649,66.7
42650,66.685
42653,66.5338
42656,66.9362
42657,66.715
42660,66.89
42661,66.7275
42662,66.6775
42663,66.81
42664,66.89
42667,66.8525
42668,66.825
42669,66.8325
42670,66.8675
42671,66.78
42675,66.7163
42676,66.72
42677,66.7513
42678,66.7075
42681,66.7375
42682,66.6225
42683,66.435
42684,66.6263
42685,67.2462
42689,67.7425
42690,67.95
42691,67.8275
42692,68.1375
42695,68.165
42696,68.255
42697,68.565
42698,68.7475
42699,68.4725
42702,68.775
42703,68.655
42704,68.3887
42705,68.3463
42706,68.225
42709,68.2175
42710,67.9
42711,67.635
42712,67.355
42713,67.4175
42717,67.54
42718,67.445
42719,67.835
42720,67.7713
42723,67.875
42724,68.0413
42725,67.9138
42726,67.99
42727,67.825
42730,67.7363
42731,68.0575
42732,68.24
42733,68.1
42734,67.9238
42737,68.2275
42738,68.33
42739,68.045
42740,67.9613
42741,67.9637
42744,68.205
42745,68.1825
42746,68.33
42747,68.0837
42748,68.1563
42751,68.095
42752,67.96
42753,68.075
42754,68.1288
42755,68.1775
42758,68.215
42759,68.145
42760,68.075
42762,68.0363
42765,67.9475
42766,67.865
42767,67.475
42768,67.375
42769,67.3163
42772,67.2188
42773,67.4125
42774,67.19
42775,66.8513
42776,66.8837
42779,67.015
42780,66.92
42781,66.9063
42782,67.0725
42783,67.02
42786,66.925
42788,66.97
42789,66.825
42793,66.7075
42794,66.69
42795,66.8275
42796,66.71
42797,66.805
42800,66.715
42801,66.6725
42802,66.7
42803,66.715
42804,66.605
42808,65.8175
42809,65.6913
42810,65.4075
42811,65.475
42814,65.36
42815,65.28
42816,65.4413
42817,65.53
42818,65.415
42821,65.045
42823,64.9137
42824,64.9187
42825,64.85
42828,65.0275
42830,64.8825
42831,64.535
42832,64.28
42835,64.5625
42836,64.5
42837,64.6725
42838,64.4113
42842,64.515
42843,64.6288
42844,64.5788
42845,64.56
42846,64.6125
42849,64.4375
42850,64.275
42851,64.115
42852,64.1537
42853,64.2462
42857,64.2125
42858,64.1475
42859,64.1738
42860,64.375
42863,64.305
42864,64.6263
42866,64.3775
42867,64.31
42870,64.06
42871,64.075
42872,64.1563
42873,64.845
42874,64.6375
42877,64.5488
42878,64.89
42879,64.7325
42880,64.6225
42881,64.445
42884,64.4962
42885,64.665
42886,64.5075
42887,64.4775
42888,64.4413
42891,64.365
42892,64.4275
42893,64.3325
42894,64.2113
42895,64.2538
42898,64.4438
42899,64.34
42900,64.295
42901,64.535
42902,64.4275
42905,64.425
42906,64.5
42907,64.5225
42908,64.5963
42909,64.5188
42913,64.535
42914,64.5525
42915,64.6288
42916,64.5813
42919,64.875
42920,64.74
42921,64.78
42922,64.7775
42923,64.595
42926,64.5338
42927,64.5925
42928,64.54
42929,64.445
42930,64.4475
42933,64.355
42934,64.3337
42935,64.2838
42936,64.4287
42937,64.3188
42940,64.34
42941,64.3813
42942,64.3663
42943,64.1087
42944,64.1537
42947,64.1875
42948,64.08
42949,63.7025
42950,63.6912
42951,63.5825
42954,63.8138
42955,63.635
42956,63.8363
42957,64.0813
42958,64.1387
42961,64.1225
42963,64.1525
42965,64.1463
42968,64.1387
42969,64.1037
42970,64.1163
42971,64.0325
42975,63.9125
42976,64.0237
42977,63.9963
42978,63.9063
42979,64.0287
42982,64.05
42983,64.1325
42984,64.1075
42985,64.045
42986,63.7862
42989,63.9313
42990,64.0413
42991,63.9963
42992,64.125
42993,64.0825
42996,64.14
42997,64.3275
42998,64.2725
42999,64.7988
43000,64.8
43003,65.1225
43004,65.45
43005,65.7113
43006,65.5075
43007,65.28
43011,65.4975
43012,65.01
43013,65.1438
43014,65.3725
43017,65.36
43018,65.285
43019,65.14
43020,65.0875
43021,64.9275
43024,64.72
43025,65.025
43026,65.0387
43031,65.0163
43032,65.0675
43033,64.8962
43034,64.8225
43035,65.05
43038,64.8525
43039,64.7475
43040,64.595
43041,64.61
43042,64.5475
43045,64.68
43046,65.03
43047,64.9575
43048,64.9437
43049,65.1663
43052,65.4275
43053,65.42
43054,65.21
43055,65.3213
43056,65.015
43059,65.095
43060,64.8925
43061,64.925
43062,64.5737
43063,64.7025
43066,64.5025
43067,64.4125
43068,64.3225
43069,64.4637
43073,64.375
43074,64.3862
43075,64.5175
43076,64.5687
43077,64.455
43080,64.37
43081,64.4025
43082,64.44
43083,64.3463
43084,64.045
43087,64.235
43088,64.035
43089,64.115
43090,64.0625
43091,64.045
43095,64.0788
43096,64.155
43097,64.0813
43098,63.8725
43101,63.675
43102,63.4825
43103,63.535
43104,63.4087
43105,63.3737
43108,63.5025
43109,63.7175
43110,63.5975
43111,63.665
43112,63.64
43115,63.49
43116,64.0425
43117,63.8913
43118,63.86
43119,63.8462
43122,63.87
43123,63.78
43124,63.6937
43125,63.5425
43129,63.5888
43130,63.61
43131,63.5875
43132,64.0263
43133,64.0638
43136,64.0675
43137,64.25
43138,64.285
43139,64.2575
43140,64.3975
43143,64.315
43145,64.0875
43146,63.9125
43147,64.215
43151,64.7913
43152,64.7725
43153,65.045
43154,64.7287
43157,64.795
43158,64.885
43159,65.175
43160,65.1662
43164,65.1113
43165,64.9575
43166,64.89
43167,65.1475
43168,65.1675
43171,65.0425
43172,64.895
43173,64.835
43174,64.9325
43175,64.94
43178,65.18
43179,65.1975
43180,65.21
43181,65.1087
43182,65.0125
43185,64.8663
43186,64.9713
43187,65.1775
43193,65.0125
43194,65.1475
43195,64.9625
43196,64.975
43199,65.0275
43200,64.9925
43201,65.3087
43202,65.255
43203,65.215
43206,65.4925
43207,65.645
43208,65.6613
43209,65.795
43210,66.1075
43213,66.4812
43214,66.385
43215,66.8962
43216,66.755
43217,66.6613
43222,66.665
43223,66.645
43224,66.87
43227,67.1425
43228,67.08
43229,67.275
43230,67.3188
43231,67.3337
43234,67.5175
43235,68.1087
43236,67.7962
43237,67.6987
43238,68.01
43241,68.1237
43242,68.0437
43243,68.4263
43244,68.3463
43245,67.77
43248,67.425
43249,67.8725
43250,67.435
43251,67.41
43252,67.0625
43255,67.1113
43256,67.15
43257,66.9263
43258,67.1312
43259,67.5125
43262,67.4275
43263,67.49
43264,67.6438
43265,67.6325
43266,68.0175
43269,67.9875
43270,68.3825
43271,68.075
43272,67.9912
43273,67.8313
43276,68.1275
43277,68.255
43278,68.6338
43279,68.7925
43280,68.47
43283,68.7962
43284,68.5762
43285,68.7425
43286,68.9413
43287,68.8775
43290,68.72
43291,68.8213
43292,68.7725
43293,68.5725
43294,68.5275
43297,68.5713
43298,68.46
43299,68.6225
43300,69.05
43301,68.8525
43304,68.8613
43305,68.9463
43306,68.79
43307,68.665
43308,68.6625
43311,68.6775
43312,68.5475
43313,68.4312
43314,68.7087
43315,68.615
43318,68.8887
43319,68.685
43320,68.6275
43321,68.6825
43322,68.835
43325,69.9287
43326,69.8925
43328,70.1575
43332,69.825
43333,69.8262
43335,70.1113
43336,69.91
43339,70.1588
43340,70.105
43341,70.59
43342,70.735
43343,70.995
43346,71.205
43347,71.565
