"Date","Price","Open","High","Low","Vol.","Change %"
"Sep 06, 2013","5,697.80","5,621.00","5,706.90","5,581.75","18.04M","1.62%"
"Sep 05, 2013","5,607.15","5,551.60","5,640.05","5,545.00","19.77M","2.73%"
"Sep 04, 2013","5,458.05","5,338.00","5,475.00","5,318.75","26.11M","2.12%"
"Sep 03, 2013","5,344.55","5,555.00","5,572.00","5,323.20","26.10M","-3.78%"
"Sep 02, 2013","5,554.60","5,464.10","5,568.00","5,458.25","15.53M","1.79%"
"Aug 30, 2013","5,456.75","5,400.00","5,482.75","5,356.00","23.87M","0.88%"
"Aug 29, 2013","5,409.05","5,328.00","5,427.00","5,298.30","23.89M","2.27%"
"Aug 28, 2013","5,288.95","5,218.70","5,318.70","5,108.25","30.09M","0.08%"
"Aug 27, 2013","5,284.80","5,409.90","5,424.80","5,256.90","24.60M","-3.33%"
"Aug 26, 2013","5,467.10","5,482.50","5,526.75","5,442.40","18.22M","0.12%"
"Aug 23, 2013","5,460.70","5,420.00","5,467.95","5,370.30","18.84M","0.86%"
"Aug 22, 2013","5,414.30","5,260.00","5,425.00","5,250.00","23.31M","2.32%"
"Aug 21, 2013","5,291.60","5,492.00","5,498.70","5,257.60","26.70M","-1.98%"
"Aug 20, 2013","5,398.25","5,404.90","5,419.90","5,200.00","22.55M","-0.34%"
"Aug 19, 2013","5,416.75","5,500.00","5,500.00","5,367.05","24.36M","-1.60%"
"Aug 16, 2013","5,505.00","5,716.60","5,725.00","5,493.35","25.98M","-3.92%"
"Aug 15, 2013","5,729.50","5,731.00","5,757.75","5,716.50","-","-0.33%"
"Aug 14, 2013","5,748.30","5,719.90","5,759.00","5,698.45","12.74M","0.65%"
"Aug 13, 2013","5,711.35","5,607.00","5,717.00","5,589.15","12.92M","1.59%"
"Aug 12, 2013","5,621.75","5,598.50","5,658.95","5,568.10","13.23M","1.37%"
"Aug 09, 2013","5,545.75","5,593.75","5,596.75","5,533.75","-","-0.79%"
"Aug 08, 2013","5,589.70","5,552.15","5,602.00","5,541.50","10.42M","0.64%"
"Aug 07, 2013","5,554.15","5,578.00","5,603.00","5,515.80","18.09M","-0.34%"
"Aug 06, 2013","5,573.35","5,687.85","5,688.95","5,546.05","16.48M","-2.63%"
"Aug 05, 2013","5,723.60","5,720.00","5,762.70","5,695.55","9.57M","0.32%"
"Aug 02, 2013","5,705.55","5,779.00","5,787.30","5,681.60","11.60M","-0.98%"
"Aug 01, 2013","5,762.05","5,799.00","5,841.00","5,701.00","18.06M","-0.33%"
"Jul 31, 2013","5,781.05","5,780.00","5,792.50","5,715.00","13.37M","-0.28%"
"Jul 30, 2013","5,797.55","5,883.30","5,905.00","5,787.30","13.49M","-1.36%"
"Jul 29, 2013","5,877.35","5,915.55","5,924.00","5,871.00","7.37M","-0.81%"
"Jul 26, 2013","5,925.25","5,955.00","5,974.25","5,907.50","11.13M","0.30%"
"Jul 25, 2013","5,907.50","5,980.20","5,994.70","5,899.05","16.24M","-1.59%"
"Jul 24, 2013","6,002.70","6,046.55","6,059.00","5,971.20","14.95M","-1.38%"
"Jul 23, 2013","6,087.00","6,077.00","6,107.25","6,069.60","11.90M","0.72%"
"Jul 22, 2013","6,043.55","6,028.80","6,072.90","6,017.95","9.03M","0.02%"
"Jul 19, 2013","6,042.55","6,054.00","6,074.40","6,034.05","10.12M","-0.16%"
"Jul 18, 2013","6,052.40","5,986.25","6,066.20","5,981.10","11.62M","1.37%"
"Jul 17, 2013","5,970.85","5,982.85","5,998.80","5,932.05","12.31M","0.02%"
"Jul 16, 2013","5,969.70","6,032.00","6,032.00","5,844.40","12.42M","-1.04%"
"Jul 15, 2013","6,032.60","6,005.60","6,044.75","5,984.45","9.91M","0.42%"
"Jul 12, 2013","6,007.25","6,004.90","6,021.00","5,951.00","12.36M","1.11%"
"Jul 11, 2013","5,941.35","5,898.15","5,963.00","5,893.00","14.38M","2.05%"
"Jul 10, 2013","5,822.05","5,877.00","5,887.00","5,808.00","10.09M","-0.79%"
"Jul 09, 2013","5,868.35","5,850.55","5,876.90","5,842.20","8.95M","0.67%"
"Jul 08, 2013","5,829.25","5,837.40","5,844.00","5,772.60","12.81M","-0.78%"
"Jul 05, 2013","5,874.95","5,870.10","5,904.80","5,858.40","9.33M","0.60%"
"Jul 04, 2013","5,840.10","5,793.95","5,854.60","5,781.00","13.84M","1.25%"
"Jul 03, 2013","5,767.85","5,816.40","5,816.40","5,755.00","12.70M","-1.56%"
"Jul 02, 2013","5,859.05","5,878.00","5,889.80","5,850.10","9.09M","-0.56%"
"Jul 01, 2013","5,892.20","5,829.90","5,896.50","5,825.05","10.81M","0.87%"
"Jun 28, 2013","5,841.45","5,761.15","5,852.00","5,761.15","15.65M","2.80%"
"Jun 27, 2013","5,682.35","5,639.40","5,702.90","5,627.05","19.90M","1.81%"
"Jun 26, 2013","5,581.10","5,620.00","5,630.60","5,571.00","15.27M","-0.48%"
"Jun 25, 2013","5,608.30","5,603.00","5,667.55","5,568.55","19.32M","0.36%"
"Jun 24, 2013","5,588.30","5,628.00","5,628.00","5,556.60","15.29M","-1.30%"
"Jun 21, 2013","5,661.85","5,629.90","5,682.00","5,613.90","15.17M","0.24%"
"Jun 20, 2013","5,648.45","5,749.50","5,750.00","5,640.25","17.43M","-2.99%"
"Jun 19, 2013","5,822.70","5,802.65","5,829.10","5,776.15","10.49M","0.18%"
"Jun 18, 2013","5,812.00","5,839.90","5,867.40","5,800.20","11.98M","-0.61%"
"Jun 17, 2013","5,847.75","5,818.50","5,852.00","5,770.00","12.99M","0.72%"
"Jun 14, 2013","5,805.95","5,769.00","5,823.45","5,735.00","12.11M","1.76%"
"Jun 13, 2013","5,705.45","5,720.25","5,738.45","5,692.25","13.30M","-1.15%"
"Jun 12, 2013","5,771.90","5,778.90","5,808.80","5,747.20","13.94M","-0.51%"
"Jun 11, 2013","5,801.65","5,868.00","5,877.45","5,793.60","17.58M","-1.56%"
"Jun 10, 2013","5,893.35","5,920.10","5,939.70","5,867.25","10.68M","-0.03%"
"Jun 07, 2013","5,895.20","5,933.50","5,989.95","5,883.10","16.65M","-0.70%"
"Jun 06, 2013","5,936.85","5,900.00","5,969.25","5,878.30","12.39M","-0.02%"
"Jun 05, 2013","5,938.30","5,920.55","5,951.90","5,896.25","11.14M","0.10%"
"Jun 04, 2013","5,932.35","5,948.25","5,994.90","5,921.00","9.72M","-0.45%"
"Jun 03, 2013","5,959.20","6,020.00","6,080.15","5,925.00","11.31M","-0.68%"
"May 31, 2013","6,000.05","6,119.00","6,119.00","5,991.00","13.90M","-2.02%"
"May 30, 2013","6,124.05","6,052.00","6,131.00","6,052.00","13.92M","0.55%"
"May 29, 2013","6,090.25","6,113.40","6,113.40","6,055.55","11.40M","-0.31%"
"May 28, 2013","6,109.40","6,071.00","6,127.00","6,048.10","15.35M","0.43%"
"May 27, 2013","6,083.45","5,988.75","6,100.00","5,972.75","11.92M","1.64%"
"May 24, 2013","5,985.40","6,000.00","6,011.45","5,936.10","12.14M","0.32%"
"May 23, 2013","5,966.10","6,078.00","6,079.90","5,952.60","18.33M","-2.26%"
"May 22, 2013","6,104.05","6,134.00","6,154.00","6,081.30","10.18M","-0.21%"
"May 21, 2013","6,116.90","6,168.55","6,189.60","6,106.00","11.75M","-0.78%"
"May 20, 2013","6,164.85","6,206.10","6,239.00","6,154.35","9.21M","-0.50%"
"May 17, 2013","6,196.10","6,185.10","6,209.20","6,152.55","7.93M","0.29%"
"May 16, 2013","6,178.05","6,159.95","6,198.00","6,143.55","9.61M","0.27%"
"May 15, 2013","6,161.50","6,026.60","6,168.90","6,026.25","15.97M","2.59%"
"May 14, 2013","6,006.00","5,994.50","6,039.90","5,980.50","11.25M","0.19%"
"May 13, 2013","5,994.45","6,114.85","6,119.00","5,986.10","12.41M","-2.03%"
"May 11, 2013","6,118.70","6,101.85","6,129.90","6,099.00","732.70K","0.17%"
"May 10, 2013","6,108.35","6,053.00","6,118.00","6,045.45","9.73M","0.98%"
"May 09, 2013","6,048.95","6,090.00","6,090.00","6,038.10","7.72M","-0.43%"
"May 08, 2013","6,075.20","6,067.20","6,089.90","6,025.30","9.73M","0.41%"
"May 07, 2013","6,050.30","5,988.20","6,057.00","5,985.05","9.51M","1.32%"
"May 06, 2013","5,971.30","5,960.00","5,981.40","5,930.20","7.66M","0.39%"
"May 03, 2013","5,948.25","6,000.10","6,006.00","5,937.45","13.03M","-0.98%"
"May 02, 2013","6,007.40","5,936.00","6,024.95","5,930.00","12.02M","0.63%"
"May 01, 2013","5,969.75","5,956.75","5,987.75","5,954.25","-","0.69%"
"Apr 30, 2013","5,929.00","5,950.00","5,965.90","5,867.00","11.40M","0.18%"
"Apr 29, 2013","5,918.20","5,894.00","5,934.90","5,884.65","6.12M","0.52%"
"Apr 26, 2013","5,887.75","5,919.00","5,920.00","5,877.15","8.26M","-0.48%"
"Apr 25, 2013","5,916.30","5,898.40","5,924.35","5,861.00","16.80M","-0.26%"
"Apr 24, 2013","5,931.75","5,892.25","5,945.75","5,892.00","-","1.52%"
"Apr 23, 2013","5,843.00","5,833.45","5,852.45","5,795.60","13.85M","0.17%"
"Apr 22, 2013","5,832.85","5,816.30","5,843.10","5,791.00","12.64M","0.49%"
"Apr 19, 2013","5,804.25","5,769.50","5,812.25","5,762.25","-","0.37%"
"Apr 18, 2013","5,783.00","5,719.90","5,796.70","5,685.45","12.52M","1.56%"
"Apr 17, 2013","5,694.20","5,709.95","5,733.45","5,666.20","12.93M","-0.04%"
"Apr 16, 2013","5,696.35","5,549.00","5,708.00","5,538.90","17.86M","2.30%"
"Apr 15, 2013","5,568.05","5,510.00","5,600.95","5,503.15","11.73M","0.59%"
"Apr 12, 2013","5,535.20","5,529.00","5,563.00","5,515.10","10.97M","-1.07%"
"Apr 11, 2013","5,594.80","5,595.00","5,617.85","5,542.20","12.73M","0.56%"
"Apr 10, 2013","5,563.85","5,529.00","5,577.65","5,480.30","14.30M","1.15%"
"Apr 09, 2013","5,500.85","5,584.90","5,622.40","5,494.00","14.27M","-1.05%"
"Apr 08, 2013","5,559.00","5,550.00","5,587.20","5,550.00","6.59M","-0.23%"
"Apr 05, 2013","5,572.05","5,586.00","5,594.00","5,552.80","11.99M","-0.38%"
"Apr 04, 2013","5,593.20","5,657.75","5,658.50","5,583.30","13.88M","-1.67%"
"Apr 03, 2013","5,688.10","5,746.00","5,763.20","5,666.40","10.41M","-1.36%"
"Apr 02, 2013","5,766.60","5,711.00","5,773.35","5,704.60","8.27M","0.70%"
"Apr 01, 2013","5,726.55","5,716.35","5,743.00","5,696.10","7.67M","0.13%"
"Mar 29, 2013","5,719.25","5,717.75","5,725.25","5,715.75","-","0.65%"
"Mar 28, 2013","5,682.55","5,635.25","5,684.55","5,604.00","14.33M","0.17%"
"Mar 27, 2013","5,673.00","5,693.75","5,698.00","5,645.25","-","0.58%"
"Mar 26, 2013","5,640.35","5,624.00","5,658.80","5,619.55","10.86M","-0.08%"
"Mar 25, 2013","5,645.05","5,700.00","5,717.20","5,633.90","12.40M","-0.41%"
"Mar 22, 2013","5,668.40","5,660.00","5,707.60","5,641.95","11.50M","0.07%"
"Mar 21, 2013","5,664.45","5,729.90","5,772.00","5,655.05","17.13M","-0.89%"
"Mar 20, 2013","5,715.50","5,735.00","5,758.55","5,701.00","13.18M","-0.63%"
"Mar 19, 2013","5,751.90","5,863.00","5,869.45","5,736.55","20.02M","-1.70%"
"Mar 18, 2013","5,851.40","5,844.70","5,869.70","5,834.90","8.58M","-0.77%"
"Mar 15, 2013","5,897.10","5,945.00","5,967.40","5,880.00","12.96M","-0.72%"
"Mar 14, 2013","5,939.75","5,861.60","5,949.90","5,805.05","18.55M","1.23%"
"Mar 13, 2013","5,867.75","5,909.80","5,916.00","5,858.00","9.16M","-1.17%"
"Mar 12, 2013","5,937.25","5,962.40","5,975.00","5,914.10","10.61M","-0.34%"
"Mar 11, 2013","5,957.40","5,967.65","5,990.10","5,948.00","8.46M","-0.18%"
"Mar 08, 2013","5,968.30","5,908.00","5,981.55","5,901.00","12.73M","1.34%"
"Mar 07, 2013","5,889.40","5,830.00","5,903.35","5,816.15","9.89M","0.82%"
"Mar 06, 2013","5,841.35","5,821.55","5,849.80","5,813.65","8.07M","0.66%"
"Mar 05, 2013","5,802.80","5,732.55","5,808.40","5,729.75","10.06M","1.50%"
"Mar 04, 2013","5,716.85","5,718.40","5,725.00","5,678.10","8.94M","-0.23%"
"Mar 01, 2013","5,729.95","5,718.95","5,757.40","5,703.25","11.67M","0.65%"
"Feb 28, 2013","5,693.05","5,839.70","5,842.20","5,673.90","20.87M","-1.81%"
"Feb 27, 2013","5,797.90","5,781.15","5,817.45","5,748.80","11.87M","0.54%"
"Feb 26, 2013","5,767.00","5,832.60","5,838.00","5,755.25","16.05M","-1.55%"
"Feb 25, 2013","5,857.80","5,868.75","5,899.00","5,822.00","12.31M","0.07%"
"Feb 22, 2013","5,853.95","5,825.55","5,883.25","5,825.00","8.27M","0.01%"
"Feb 21, 2013","5,853.45","5,929.00","5,939.00","5,846.60","12.67M","-1.85%"
"Feb 20, 2013","5,963.85","5,970.25","5,974.40","5,948.10","6.63M","0.18%"
"Feb 19, 2013","5,953.40","5,906.50","5,961.00","5,888.20","7.79M","0.83%"
"Feb 18, 2013","5,904.60","5,895.00","5,921.25","5,884.15","5.25M","0.20%"
"Feb 15, 2013","5,892.65","5,889.70","5,909.00","5,858.65","10.39M","-0.13%"
"Feb 14, 2013","5,900.20","5,941.90","5,950.20","5,889.05","8.98M","-0.61%"
"Feb 13, 2013","5,936.55","5,948.00","5,979.25","5,926.65","8.39M","-0.08%"
"Feb 12, 2013","5,941.40","5,911.55","5,947.25","5,903.00","6.55M","0.34%"
"Feb 11, 2013","5,921.35","5,915.00","5,937.00","5,905.00","6.05M","-0.01%"
"Feb 08, 2013","5,921.80","5,960.00","5,973.45","5,900.00","8.69M","-0.66%"
"Feb 07, 2013","5,961.10","5,955.00","5,992.45","5,940.10","9.26M","-0.20%"
"Feb 06, 2013","5,972.90","5,988.25","5,993.65","5,966.20","5.60M","-0.03%"
"Feb 05, 2013","5,974.45","5,969.80","5,993.10","5,964.25","7.60M","-0.36%"
"Feb 04, 2013","5,996.30","6,050.00","6,063.75","5,990.30","7.99M","-0.66%"
"Feb 01, 2013","6,036.10","6,068.95","6,078.00","6,026.60","6.91M","0.02%"
"Jan 31, 2013","6,034.75","6,067.80","6,067.80","6,027.40","10.39M","-0.42%"
"Jan 30, 2013","6,060.30","6,072.00","6,076.15","6,047.85","7.61M","0.18%"
"Jan 29, 2013","6,049.40","6,071.00","6,120.00","6,041.20","13.21M","-0.46%"
"Jan 28, 2013","6,077.20","6,080.25","6,091.30","6,063.50","6.49M","0.06%"
"Jan 25, 2013","6,073.70","6,028.25","6,082.55","6,014.90","9.44M","0.90%"
"Jan 24, 2013","6,019.75","6,064.85","6,068.45","6,009.85","10.29M","-0.81%"
"Jan 23, 2013","6,069.15","6,068.00","6,079.95","6,028.20","8.41M","0.13%"
"Jan 22, 2013","6,061.55","6,101.30","6,109.00","6,054.50","7.29M","-0.57%"
"Jan 21, 2013","6,096.45","6,089.85","6,107.50","6,070.50","6.63M","0.36%"
"Jan 18, 2013","6,074.85","6,075.00","6,094.50","6,060.15","6.76M","0.34%"
"Jan 17, 2013","6,054.45","6,025.00","6,072.45","6,000.10","10.60M","0.58%"
"Jan 16, 2013","6,019.25","6,069.40","6,075.55","6,011.10","9.24M","-1.02%"
"Jan 15, 2013","6,081.30","6,059.00","6,096.00","6,036.55","9.17M","0.39%"
"Jan 14, 2013","6,057.50","5,988.00","6,067.25","5,985.10","10.35M","1.34%"
"Jan 11, 2013","5,977.30","6,027.25","6,038.00","5,969.15","9.49M","-0.44%"
"Jan 10, 2013","6,003.60","6,018.00","6,034.00","5,983.75","8.42M","0.08%"
"Jan 09, 2013","5,998.75","6,040.00","6,048.60","5,981.35","8.52M","-0.74%"
"Jan 08, 2013","6,043.30","6,015.05","6,050.40","5,993.00","8.36M","0.33%"
"Jan 07, 2013","6,023.70","6,052.50","6,059.00","6,013.65","5.33M","-0.40%"
"Jan 04, 2013","6,048.00","6,031.05","6,052.50","6,012.50","6.11M","0.14%"
"Jan 03, 2013","6,039.55","6,058.15","6,058.15","6,026.60","5.26M","0.06%"
"Jan 02, 2013","6,035.65","6,007.50","6,049.90","6,007.50","7.40M","0.47%"
"Jan 01, 2013","6,007.50","5,958.00","6,017.45","5,958.00","5.93M","0.94%"
"Dec 31, 2012","5,951.75","5,979.00","5,979.00","5,942.25","3.82M","-0.05%"
"Dec 28, 2012","5,954.55","5,932.50","5,960.00","5,930.00","6.23M","1.44%"
"Dec 27, 2012","5,870.10","5,925.60","5,931.55","5,867.60","10.94M","-0.74%"
"Dec 26, 2012","5,913.75","5,871.00","5,926.45","5,864.50","9.19M","-0.14%"
"Dec 25, 2012","5,922.00","5,922.00","5,922.00","5,922.00","-","0.96%"
"Dec 24, 2012","5,865.55","5,871.35","5,877.55","5,853.50","7.16M","0.21%"
"Dec 21, 2012","5,853.40","5,900.00","5,905.00","5,847.40","14.03M","-1.31%"
"Dec 20, 2012","5,931.15","5,940.05","5,949.70","5,895.05","11.07M","-0.26%"
"Dec 19, 2012","5,946.90","5,951.10","5,961.40","5,935.10","6.40M","0.30%"
"Dec 18, 2012","5,928.90","5,904.00","5,950.00","5,838.05","14.05M","0.67%"
"Dec 17, 2012","5,889.35","5,902.70","5,907.70","5,881.10","5.44M","-0.43%"
"Dec 14, 2012","5,914.90","5,884.95","5,922.80","5,871.90","9.90M","0.65%"
"Dec 13, 2012","5,876.45","5,937.45","5,939.00","5,865.35","10.62M","-0.87%"
"Dec 12, 2012","5,928.25","5,940.55","5,963.20","5,915.65","10.77M","-0.00%"
"Dec 11, 2012","5,928.40","5,957.35","6,002.85","5,897.55","13.87M","-0.24%"
"Dec 10, 2012","5,942.45","5,944.00","5,955.00","5,923.80","5.82M","-0.04%"
"Dec 07, 2012","5,944.90","5,979.95","5,979.95","5,921.75","10.48M","-0.43%"
"Dec 06, 2012","5,970.65","5,953.00","5,984.65","5,870.10","13.89M","0.51%"
"Dec 05, 2012","5,940.45","5,945.30","5,958.85","5,928.10","7.32M","0.28%"
"Dec 04, 2012","5,923.65","5,901.00","5,928.00","5,892.00","6.53M","0.20%"
"Dec 03, 2012","5,911.60","5,915.35","5,933.00","5,888.00","7.13M","0.04%"
"Nov 30, 2012","5,909.05","5,891.10","5,926.00","5,868.05","11.84M","1.44%"
"Nov 29, 2012","5,825.00","5,734.60","5,837.80","5,734.60","14.54M","1.01%"
"Nov 28, 2012","5,767.00","5,780.50","5,784.00","5,749.25","-","0.61%"
"Nov 27, 2012","5,732.05","5,658.00","5,738.00","5,656.50","12.76M","1.58%"
"Nov 26, 2012","5,642.75","5,651.10","5,654.90","5,629.75","7.00M","0.17%"
"Nov 23, 2012","5,633.35","5,647.30","5,647.50","5,597.20","8.56M","-0.13%"
"Nov 22, 2012","5,640.45","5,627.00","5,657.65","5,614.00","8.33M","0.33%"
"Nov 21, 2012","5,622.10","5,590.10","5,628.00","5,569.70","9.33M","0.69%"
"Nov 20, 2012","5,583.85","5,611.10","5,616.65","5,555.55","8.66M","-0.10%"
"Nov 19, 2012","5,589.65","5,588.00","5,603.60","5,561.55","8.37M","0.16%"
"Nov 16, 2012","5,580.55","5,648.00","5,664.00","5,568.00","10.87M","-1.21%"
"Nov 15, 2012","5,649.15","5,655.00","5,661.50","5,620.00","9.58M","-0.96%"
"Nov 14, 2012","5,703.75","5,692.50","5,713.75","5,689.25","-","0.41%"
"Nov 13, 2012","5,680.70","5,698.80","5,708.00","5,671.00","2.89M","-0.53%"
"Nov 12, 2012","5,711.10","5,717.30","5,733.00","5,693.10","6.84M","-0.17%"
"Nov 09, 2012","5,720.60","5,756.20","5,782.10","5,702.60","10.59M","-0.77%"
"Nov 08, 2012","5,765.20","5,744.70","5,776.80","5,740.00","9.32M","-0.48%"
"Nov 07, 2012","5,793.25","5,760.05","5,818.80","5,742.50","11.88M","0.46%"
"Nov 06, 2012","5,766.65","5,728.00","5,774.80","5,728.00","7.02M","0.47%"
"Nov 05, 2012","5,739.65","5,759.95","5,759.95","5,710.95","5.84M","0.00%"
"Nov 02, 2012","5,739.55","5,709.95","5,747.95","5,700.00","9.54M","1.12%"
"Nov 01, 2012","5,676.00","5,637.70","5,684.80","5,628.90","8.37M","0.53%"
"Oct 31, 2012","5,646.10","5,629.00","5,651.80","5,613.20","7.23M","0.32%"
"Oct 30, 2012","5,628.00","5,694.80","5,724.80","5,619.15","14.57M","-1.30%"
"Oct 29, 2012","5,702.10","5,708.00","5,729.85","5,678.35","7.47M","0.05%"
"Oct 26, 2012","5,699.30","5,711.10","5,727.90","5,673.45","10.02M","-0.11%"
"Oct 25, 2012","5,705.30","5,687.00","5,717.95","5,681.40","12.73M","0.28%"
"Oct 24, 2012","5,689.25","5,672.75","5,699.75","5,667.00","-","-0.11%"
"Oct 23, 2012","5,695.50","5,715.00","5,721.80","5,683.40","14.19M","-0.51%"
"Oct 22, 2012","5,724.75","5,670.00","5,730.55","5,666.45","13.10M","0.64%"
"Oct 19, 2012","5,688.30","5,717.00","5,721.50","5,665.00","12.01M","-0.84%"
"Oct 18, 2012","5,736.45","5,685.55","5,743.95","5,664.80","13.43M","1.18%"
"Oct 17, 2012","5,669.50","5,686.15","5,694.85","5,645.55","8.44M","0.32%"
"Oct 16, 2012","5,651.55","5,725.00","5,732.00","5,637.40","11.12M","-0.90%"
"Oct 15, 2012","5,702.75","5,687.00","5,715.00","5,664.40","8.61M","0.28%"
"Oct 12, 2012","5,686.55","5,717.90","5,742.70","5,678.00","11.74M","-0.92%"
"Oct 11, 2012","5,739.35","5,669.00","5,749.00","5,656.30","12.54M","1.18%"
"Oct 10, 2012","5,672.45","5,692.30","5,710.75","5,666.90","11.45M","-0.90%"
"Oct 09, 2012","5,723.90","5,732.00","5,756.75","5,696.80","10.85M","0.40%"
"Oct 08, 2012","5,701.00","5,765.00","5,775.00","5,694.25","9.83M","-1.31%"
"Oct 05, 2012","5,776.55","5,855.60","5,855.60","5,732.40","18.49M","-0.84%"
"Oct 04, 2012","5,825.70","5,785.00","5,842.00","5,780.00","11.11M","1.00%"
"Oct 03, 2012","5,768.25","5,763.70","5,773.00","5,741.75","9.19M","-0.54%"
"Oct 02, 2012","5,799.50","5,771.75","5,811.50","5,762.25","-","0.79%"
"Oct 01, 2012","5,754.15","5,725.60","5,759.00","5,718.00","6.18M","0.43%"
"Sep 28, 2012","5,729.55","5,714.90","5,766.05","5,711.00","11.66M","1.42%"
"Sep 27, 2012","5,649.50","5,700.00","5,700.00","5,644.00","16.98M","-0.36%"
"Sep 26, 2012","5,669.85","5,663.90","5,678.25","5,643.60","12.97M","-0.23%"
"Sep 25, 2012","5,683.00","5,688.95","5,708.85","5,661.90","14.54M","0.02%"
"Sep 24, 2012","5,681.65","5,728.90","5,728.90","5,675.50","11.08M","-0.45%"
"Sep 21, 2012","5,707.05","5,583.85","5,735.55","5,583.85","20.61M","2.44%"
"Sep 20, 2012","5,571.00","5,552.00","5,594.60","5,551.25","9.65M","0.28%"
"Sep 19, 2012","5,555.50","5,580.50","5,585.50","5,532.75","-","-1.01%"
"Sep 18, 2012","5,612.25","5,614.00","5,631.65","5,601.20","7.98M","-0.08%"
"Sep 17, 2012","5,616.70","5,670.10","5,670.10","5,593.50","15.87M","0.57%"
"Sep 14, 2012","5,584.90","5,530.05","5,597.70","5,530.05","16.37M","2.46%"
"Sep 13, 2012","5,450.70","5,450.00","5,454.95","5,435.35","6.40M","0.07%"
"Sep 12, 2012","5,446.95","5,423.20","5,452.90","5,402.45","10.92M","0.77%"
"Sep 11, 2012","5,405.35","5,359.70","5,409.00","5,335.00","9.78M","0.63%"
"Sep 10, 2012","5,371.65","5,383.70","5,386.70","5,358.50","7.44M","-0.16%"
"Sep 08, 2012","5,380.20","5,369.00","5,389.60","5,362.05","1.12M","0.39%"
"Sep 07, 2012","5,359.10","5,329.95","5,362.75","5,326.00","12.28M","1.86%"
"Sep 06, 2012","5,261.10","5,238.00","5,285.90","5,237.00","9.51M","0.15%"
"Sep 05, 2012","5,253.35","5,275.00","5,279.95","5,240.90","9.95M","-0.87%"
"Sep 04, 2012","5,299.40","5,283.50","5,304.80","5,258.65","8.49M","0.31%"
"Sep 03, 2012","5,282.90","5,301.20","5,324.30","5,272.30","9.65M","-0.17%"
"Aug 31, 2012","5,291.65","5,321.00","5,328.00","5,268.95","13.35M","-0.44%"
"Aug 30, 2012","5,315.05","5,280.00","5,319.00","5,258.70","20.45M","0.35%"
"Aug 29, 2012","5,296.60","5,350.00","5,350.00","5,292.50","12.67M","-0.92%"
"Aug 28, 2012","5,346.05","5,361.65","5,365.50","5,320.95","13.33M","-0.30%"
"Aug 27, 2012","5,362.40","5,403.25","5,406.45","5,358.10","9.46M","-0.75%"
"Aug 24, 2012","5,402.70","5,412.00","5,414.00","5,381.05","10.59M","-0.45%"
"Aug 23, 2012","5,427.15","5,444.00","5,462.95","5,403.15","11.03M","-0.07%"
"Aug 22, 2012","5,431.10","5,405.65","5,454.75","5,405.65","8.43M","-0.20%"
"Aug 21, 2012","5,441.90","5,385.00","5,447.05","5,373.05","10.03M","0.90%"
"Aug 20, 2012","5,393.50","5,382.00","5,408.50","5,361.75","-","0.21%"
"Aug 17, 2012","5,382.35","5,385.05","5,423.60","5,351.55","12.07M","0.01%"
"Aug 16, 2012","5,382.00","5,408.00","5,410.00","5,376.20","7.93M","-0.36%"
"Aug 15, 2012","5,401.25","5,409.50","5,414.25","5,368.25","-","-0.10%"
"Aug 14, 2012","5,406.85","5,369.90","5,416.90","5,355.55","11.08M","0.65%"
"Aug 13, 2012","5,371.90","5,338.00","5,377.70","5,326.85","8.04M","0.50%"
"Aug 10, 2012","5,345.10","5,341.00","5,359.90","5,320.10","9.16M","-0.09%"
"Aug 09, 2012","5,350.05","5,365.00","5,384.00","5,332.00","11.98M","-0.09%"
"Aug 08, 2012","5,354.75","5,355.05","5,393.55","5,345.50","13.11M","0.13%"
"Aug 07, 2012","5,347.70","5,301.00","5,366.80","5,295.05","12.44M","0.96%"
"Aug 06, 2012","5,296.85","5,287.15","5,309.90","5,278.10","9.75M","1.06%"
"Aug 03, 2012","5,241.05","5,100.00","5,246.75","5,100.00","14.08M","-0.11%"
"Aug 02, 2012","5,246.70","5,248.00","5,252.90","5,222.10","7.95M","-0.18%"
"Aug 01, 2012","5,256.30","5,239.00","5,266.80","5,229.00","9.42M","0.30%"
"Jul 31, 2012","5,240.55","5,242.65","5,247.00","5,168.00","16.36M","0.46%"
"Jul 30, 2012","5,216.70","5,157.00","5,224.00","5,150.25","13.25M","1.82%"
"Jul 27, 2012","5,123.55","5,144.45","5,179.75","5,095.50","17.06M","1.60%"
"Jul 26, 2012","5,043.00","5,124.00","5,124.00","5,034.10","16.92M","-1.36%"
"Jul 25, 2012","5,112.55","5,124.65","5,126.00","5,078.25","15.47M","-0.44%"
"Jul 24, 2012","5,135.35","5,112.00","5,152.95","5,107.25","15.86M","0.29%"
"Jul 23, 2012","5,120.40","5,173.25","5,174.00","5,111.55","12.75M","-1.84%"
"Jul 20, 2012","5,216.60","5,241.85","5,248.50","5,205.70","9.82M","-0.77%"
"Jul 19, 2012","5,257.00","5,260.60","5,268.35","5,242.50","9.16M","0.64%"
"Jul 18, 2012","5,223.55","5,209.00","5,237.25","5,177.20","10.78M","0.48%"
"Jul 17, 2012","5,198.65","5,245.25","5,248.00","5,188.20","10.01M","-0.16%"
"Jul 16, 2012","5,206.85","5,175.05","5,261.05","5,175.05","10.82M","-0.64%"
