Start Date,39448,,
End Date,43347,,
,,,
,NSEADCL Index,,
,#N/A Requesting Data...,,
Dates,PX_LAST,,
27-08-2009,536,,
40784,218,,
40785,387,,
40788,570,,
40791,711,,
40792,562,,
40793,355,,
40794,567,,
40795,949,,
40798,1186,,
40799,732,,
40800,619,,
40801,623,,
40802,813,,
40805,793,,
40806,460,,
40807,616,,
40808,1373,,
40809,1051,,
40812,1163,,
40813,316,,
40814,1034,,
40815,820,,
40816,950,,
40819,1123,,
40820,1017,,
40821,959,,
40823,390,,
40826,496,,
40827,613,,
40828,409,,
40829,725,,
40830,705,,
40833,775,,
40834,1090,,
40835,467,,
40836,923,,
40837,937,,
40840,823,,
40841,770,,
40842,237,,
40844,501,,
40847,706,,
40848,963,,
40849,753,,
40850,751,,
40851,588,,
40855,785,,
40856,1124,,
40858,1108,,
40861,1137,,
40862,1315,,
40863,1072,,
40864,1083,,
40865,1079,,
40868,1138,,
40869,719,,
40870,1190,,
40871,658,,
40872,630,,
40875,356,,
40876,894,,
40877,924,,
40878,495,,
40879,416,,
40882,739,,
40884,692,,
40885,1151,,
40886,1028,,
40889,1171,,
40890,923,,
40891,1016,,
40892,1094,,
40893,1166,,
40896,1229,,
40897,1112,,
40898,517,,
40899,591,,
40900,638,,
40903,492,,
40904,864,,
40905,998,,
40906,947,,
40907,750,,
40910,678,,
40911,237,,
40912,655,,
40913,661,,
40914,738,,
40917,531,,
40918,257,,
40919,471,,
40920,742,,
40921,468,,
40924,805,,
40925,441,,
40926,1070,,
40927,479,,
40928,835,,
40931,750,,
40932,579,,
40933,502,,
40935,508,,
40938,1086,,
40939,438,,
40940,430,,
40941,670,,
40942,579,,
40945,497,,
40946,947,,
40947,542,,
40948,490,,
40949,820,,
40952,724,,
40953,661,,
40954,427,,
40955,648,,
40956,816,,
40960,614,,
40961,1293,,
40962,1024,,
40963,1019,,
40966,1308,,
40967,246,,
40968,622,,
40969,893,,
40970,763,,
40973,1067,,
40974,1061,,
40975,994,,
40977,400,,
40980,592,,
40981,509,,
40982,830,,
40983,1099,,
40984,1035,,
40987,1052,,
40988,784,,
40989,419,,
40990,1202,,
40991,684,,
40994,1156,,
40995,865,,
40996,1144,,
40997,643,,
40998,343,,
41001,405,,
41002,477,,
41003,771,,
41008,1011,,
41009,783,,
41010,902,,
41011,502,,
41012,954,,
41015,634,,
41016,582,,
41017,636,,
41018,735,,
41019,975,,
41022,1142,,
41023,795,,
41024,1005,,
41025,904,,
41026,908,,
41029,622,,
41031,792,,
41032,1046,,
41033,1230,,
41036,693,,
41037,1006,,
41038,1066,,
41039,852,,
41040,1030,,
41043,1014,,
41044,663,,
41045,1075,,
41046,713,,
41047,838,,
41050,504,,
41051,904,,
41052,934,,
41053,524,,
41054,601,,
41057,492,,
41058,685,,
41059,1047,,
41060,835,,
41061,1092,,
41064,842,,
41065,657,,
41066,319,,
41067,589,,
41068,750,,
41071,693,,
41072,672,,
41073,733,,
41074,1029,,
41075,611,,
41078,1052,,
41079,733,,
41080,538,,
41081,512,,
41082,778,,
41085,693,,
41086,746,,
41087,629,,
41088,704,,
41089,393,,
41092,501,,
41093,582,,
41094,525,,
41095,416,,
41096,913,,
41099,1047,,
41100,503,,
41101,942,,
41102,1001,,
41103,810,,
41106,938,,
41107,1050,,
41108,731,,
41109,678,,
41110,953,,
41113,1132,,
41114,767,,
41115,992,,
41116,1159,,
41117,989,,
41120,503,,
41121,676,,
41122,506,,
41123,641,,
41124,869,,
41127,562,,
41128,656,,
41129,892,,
41130,981,,
41131,897,,
41134,672,,
41135,710,,
41137,824,,
41138,818,,
41142,673,,
41143,815,,
41144,813,,
41145,972,,
41148,1037,,
41149,1121,,
41150,1008,,
41151,726,,
41152,833,,
41155,656,,
41156,603,,
41157,883,,
41158,700,,
41159,450,,
41162,680,,
41163,657,,
41164,616,,
41165,895,,
41166,678,,
41169,616,,
41170,579,,
41172,966,,
41173,467,,
41176,593,,
41177,706,,
41178,751,,
41179,747,,
41180,595,,
41183,551,,
41185,595,,
41186,595,,
41187,1078,,
41190,841,,
41191,677,,
41192,1130,,
41193,565,,
41194,843,,
41197,730,,
41198,986,,
41199,827,,
41200,521,,
41201,938,,
41204,793,,
41205,884,,
41207,903,,
41208,1044,,
41211,940,,
41212,1082,,
41213,654,,
41214,540,,
41215,623,,
41218,834,,
41219,690,,
41220,573,,
41221,854,,
41222,1011,,
41225,804,,
41226,430,,
41228,981,,
41229,1021,,
41232,1051,,
41233,1066,,
41234,726,,
41235,704,,
41236,841,,
41239,622,,
41240,512,,
41242,638,,
41243,587,,
41246,588,,
41247,688,,
41248,627,,
41249,670,,
41250,855,,
41253,757,,
41254,1063,,
41255,859,,
41256,1097,,
41257,777,,
41260,702,,
41261,636,,
41262,645,,
41263,897,,
41264,1166,,
41267,769,,
41269,679,,
41270,970,,
41271,706,,
41274,654,,
41275,409,,
41276,568,,
41277,610,,
41278,776,,
41281,683,,
41282,841,,
41283,923,,
41284,1010,,
41285,1159,,
41288,593,,
41289,752,,
41290,1198,,
41291,825,,
41292,922,,
41295,822,,
41296,1103,,
41297,1100,,
41298,1264,,
41299,585,,
41302,688,,
41303,966,,
41304,922,,
41305,801,,
41306,859,,
41309,978,,
41310,1074,,
41311,731,,
41312,1057,,
41313,1072,,
41316,893,,
41317,931,,
41318,895,,
41319,1174,,
41320,915,,
41323,592,,
41324,485,,
41325,697,,
41326,1202,,
41327,752,,
41330,1083,,
41331,1266,,
41332,694,,
41333,1160,,
41334,819,,
41337,1152,,
41338,504,,
41339,468,,
41340,669,,
41341,529,,
41344,762,,
41345,945,,
41346,1108,,
41347,747,,
41348,1003,,
41351,985,,
41352,1173,,
41353,1241,,
41354,1111,,
41355,1053,,
41358,962,,
41359,832,,
41361,568,,
41365,373,,
41366,371,,
41367,863,,
41368,1156,,
41369,762,,
41372,735,,
41373,905,,
41374,656,,
41375,628,,
41376,798,,
41379,611,,
41380,520,,
41381,675,,
41382,544,,
41386,513,,
41387,701,,
41389,650,,
41390,840,,
41393,588,,
41394,716,,
41396,578,,
41397,842,,
41400,571,,
41401,561,,
41402,683,,
41403,818,,
41404,688,,
41408,717,,
41409,461,,
41410,709,,
41411,739,,
41414,807,,
41415,904,,
41416,949,,
41417,1155,,
41418,623,,
41421,508,,
41422,669,,
41423,842,,
41424,797,,
41425,1042,,
41428,792,,
41429,700,,
41430,686,,
41431,705,,
41432,788,,
41435,943,,
41436,1057,,
41437,837,,
41438,1010,,
41439,432,,
41442,624,,
41443,673,,
41444,629,,
41445,1127,,
41446,890,,
41449,1128,,
41450,809,,
41451,882,,
41452,628,,
41453,377,,
41456,324,,
41457,735,,
41458,1011,,
41459,609,,
41460,651,,
41463,781,,
41464,480,,
41465,729,,
41466,474,,
41467,710,,
41470,537,,
41471,905,,
41472,804,,
41473,578,,
41474,814,,
41477,754,,
41478,650,,
41479,1025,,
41480,891,,
41481,901,,
41484,928,,
41485,1022,,
41486,876,,
41487,913,,
41488,929,,
41491,686,,
41492,1052,,
41493,506,,
41494,412,,
41498,411,,
41499,447,,
41500,600,,
41502,1074,,
41505,916,,
41506,637,,
41507,863,,
41508,526,,
41509,475,,
41512,563,,
41513,1053,,
41514,885,,
41515,498,,
41516,621,,
41519,409,,
41520,951,,
41521,475,,
41522,394,,
41523,556,,
41527,394,,
41528,478,,
41529,693,,
41530,529,,
41533,797,,
41534,758,,
41535,634,,
41536,434,,
41537,887,,
41540,849,,
41541,691,,
41542,734,,
41543,588,,
41544,712,,
41547,853,,
41548,548,,
41550,450,,
41551,671,,
41554,549,,
41555,588,,
41556,457,,
41557,547,,
41558,621,,
41561,650,,
41562,887,,
41564,704,,
41565,542,,
41568,477,,
41569,492,,
41570,698,,
41571,756,,
41572,863,,
41575,854,,
41576,584,,
41577,633,,
41578,600,,
41579,483,,
41583,619,,
41584,635,,
41585,867,,
41586,801,,
41589,882,,
41590,897,,
41591,861,,
41592,477,,
41596,512,,
41597,678,,
41598,707,,
41599,947,,
41600,738,,
41603,491,,
41604,846,,
41605,766,,
41606,536,,
41607,472,,
41610,501,,
41611,700,,
41612,769,,
41613,663,,
41614,626,,
41617,707,,
41618,909,,
41619,780,,
41620,844,,
41621,1004,,
41624,757,,
41625,731,,
41626,441,,
41627,725,,
41628,406,,
41631,476,,
41632,547,,
41634,453,,
41635,614,,
41638,698,,
41639,561,,
41640,413,,
41641,980,,
41642,640,,
41645,565,,
41646,738,,
41647,609,,
41648,920,,
41649,939,,
41652,746,,
41653,830,,
41654,680,,
41655,887,,
41656,1075,,
41659,657,,
41660,704,,
41661,661,,
41662,825,,
41663,1121,,
41666,1229,,
41667,673,,
41668,758,,
41669,1082,,
41670,487,,
41673,887,,
41674,710,,
41675,571,,
41676,731,,
41677,625,,
41680,730,,
41681,761,,
41682,767,,
41683,1031,,
41684,756,,
41687,824,,
41688,601,,
41689,652,,
41690,851,,
41691,554,,
41694,698,,
41695,753,,
41696,749,,
41698,719,,
41701,859,,
41702,509,,
41703,594,,
41704,462,,
41705,757,,
41708,678,,
41709,860,,
41710,793,,
41711,850,,
41712,881,,
41716,626,,
41717,718,,
41718,884,,
41719,597,,
41722,766,,
41723,820,,
41724,801,,
41725,590,,
41726,467,,
41729,439,,
41730,610,,
41731,421,,
41732,833,,
41733,592,,
41736,703,,
41738,388,,
41739,664,,
41740,672,,
41744,878,,
41745,1023,,
41746,458,,
41750,457,,
41752,738,,
41754,912,,
41757,748,,
41758,877,,
41759,1104,,
41761,722,,
41764,861,,
41765,759,,
41766,879,,
41767,815,,
41771,748,,
41772,547,,
41773,553,,
41774,986,,
41775,724,,
41778,269,,
41779,340,,
41780,452,,
41781,373,,
41782,447,,
41785,1056,,
41786,977,,
41787,525,,
41788,905,,
41789,789,,
41792,446,,
41793,572,,
41794,436,,
41795,444,,
41796,489,,
41799,423,,
41800,771,,
41801,897,,
41802,763,,
41803,1282,,
41806,844,,
41807,382,,
41808,947,,
41809,867,,
41810,968,,
41813,745,,
41814,422,,
41815,713,,
41816,861,,
41817,712,,
41820,398,,
41821,540,,
41822,567,,
41823,917,,
41824,675,,
41827,770,,
41828,1359,,
41829,1217,,
41830,564,,
41831,1316,,
41834,955,,
41835,412,,
41836,389,,
41837,501,,
41838,849,,
41841,609,,
41842,808,,
41843,956,,
41844,762,,
41845,1162,,
41848,1024,,
41850,803,,
41851,789,,
41852,1067,,
41855,469,,
41856,555,,
41857,822,,
41858,969,,
41859,1262,,
41862,607,,
41863,655,,
41864,1202,,
41865,619,,
41869,426,,
41870,602,,
41871,688,,
41872,698,,
41873,806,,
41876,974,,
41877,1045,,
41878,695,,
41879,849,,
41883,469,,
41884,627,,
41885,791,,
41886,1016,,
41887,674,,
41890,389,,
41891,723,,
41892,686,,
41893,504,,
41894,710,,
41897,731,,
41898,1351,,
41899,800,,
41900,308,,
41901,846,,
41904,743,,
41905,1256,,
41906,1169,,
41907,1355,,
41908,693,,
41911,536,,
41912,812,,
41913,932,,
41919,1075,,
41920,862,,
41921,350,,
41922,1137,,
41925,732,,
41926,890,,
41928,1302,,
41929,826,,
41932,599,,
41933,695,,
41934,501,,
41939,940,,
41940,686,,
41941,656,,
41942,691,,
41943,528,,
41946,508,,
41948,694,,
41950,875,,
41953,796,,
41954,746,,
41955,781,,
41956,956,,
41957,717,,
41960,700,,
41961,714,,
41962,1019,,
41963,970,,
41964,889,,
41967,841,,
41968,1263,,
41969,574,,
41970,703,,
41971,793,,
41974,988,,
41975,705,,
41976,422,,
41977,718,,
41978,853,,
41981,1081,,
41982,1230,,
41983,559,,
41984,1029,,
41985,1173,,
41988,1005,,
41989,1371,,
41990,1019,,
41991,216,,
41992,709,,
41995,625,,
41996,1030,,
41997,784,,
41999,746,,
42002,580,,
42003,738,,
42004,503,,
42009,762,,
42010,1348,,
42011,892,,
42012,298,,
42013,862,,
42016,636,,
42017,859,,
42018,938,,
42019,561,,
42020,831,,
42023,597,,
42024,683,,
42025,917,,
42026,818,,
42027,1021,,
42031,812,,
42032,985,,
42033,791,,
42034,917,,
42037,630,,
42038,838,,
42039,848,,
42040,1058,,
42041,1158,,
42044,1140,,
42045,753,,
42046,478,,
42047,549,,
42048,672,,
42051,864,,
42053,590,,
42054,788,,
42055,754,,
42058,976,,
42059,941,,
42060,897,,
42061,1037,,
42062,420,,
42065,668,,
42066,550,,
42067,1082,,
42068,760,,
42072,1067,,
42073,912,,
42074,959,,
42075,569,,
42076,1167,,
42079,1078,,
42080,716,,
42081,848,,
42082,987,,
42083,1222,,
42086,1108,,
42087,937,,
42088,993,,
42089,1057,,
42090,927,,
42093,272,,
42095,298,,
42100,453,,
42101,606,,
42102,551,,
42103,722,,
42104,578,,
42107,621,,
42109,884,,
42110,1029,,
42111,1046,,
42114,1219,,
42115,854,,
42116,789,,
42117,809,,
42118,1287,,
42121,1277,,
42122,499,,
42123,636,,
42124,823,,
42128,324,,
42129,802,,
42130,1337,,
42131,1207,,
42132,350,,
42135,442,,
42136,1213,,
42137,509,,
42138,603,,
42139,660,,
42142,485,,
42143,711,,
42144,727,,
42145,882,,
42146,845,,
42149,915,,
42150,892,,
42151,825,,
42152,825,,
42153,622,,
42156,844,,
42157,1206,,
42158,1306,,
42159,768,,
42160,692,,
42163,1133,,
42164,925,,
42165,425,,
42166,1200,,
42167,871,,
42170,646,,
42171,714,,
42172,451,,
42173,476,,
42174,675,,
42177,456,,
42178,619,,
42179,859,,
42180,747,,
42181,901,,
42184,1158,,
42185,440,,
42186,369,,
42187,661,,
42188,711,,
42191,468,,
42192,601,,
42193,1100,,
42194,673,,
42195,693,,
42198,482,,
42199,655,,
42200,654,,
42201,652,,
42202,764,,
42205,718,,
42206,1172,,
42207,485,,
42208,736,,
42209,947,,
42212,1085,,
42213,795,,
42214,597,,
42215,533,,
42216,615,,
42219,549,,
42220,677,,
42221,535,,
42222,856,,
42223,862,,
42226,842,,
42227,1133,,
42228,1296,,
42229,1059,,
42230,420,,
42233,750,,
42234,631,,
42235,758,,
42236,1226,,
42237,1046,,
42240,1508,,
42241,765,,
42242,743,,
42243,254,,
42244,737,,
42247,837,,
42248,1289,,
42249,821,,
42250,406,,
42251,1323,,
42254,1234,,
42255,584,,
42256,284,,
42257,940,,
42258,594,,
42261,444,,
42262,969,,
42263,779,,
42265,454,,
42268,538,,
42269,1075,,
42270,632,,
42271,690,,
42275,931,,
42276,807,,
42277,482,,
42278,742,,
42282,316,,
42283,596,,
42284,562,,
42285,871,,
42286,698,,
42289,819,,
42290,674,,
42291,691,,
42292,655,,
42293,744,,
42296,658,,
42297,708,,
42298,843,,
42300,856,,
42303,1026,,
42304,837,,
42305,874,,
42306,873,,
42307,1034,,
42310,921,,
42311,652,,
42312,860,,
42313,1165,,
42314,988,,
42317,635,,
42318,1009,,
42319,179,,
42321,1076,,
42324,707,,
42325,702,,
42326,1012,,
42327,433,,
42328,635,,
42331,705,,
42332,678,,
42334,597,,
42335,733,,
42338,623,,
42339,656,,
42340,774,,
42341,969,,
42342,996,,
42345,798,,
42346,1189,,
42347,1375,,
42348,418,,
42349,1082,,
42352,663,,
42353,545,,
42354,702,,
42355,322,,
42356,858,,
42359,454,,
42360,821,,
42361,614,,
42362,655,,
42366,677,,
42367,916,,
42368,810,,
42369,660,,
42370,452,,
42373,1063,,
42374,478,,
42375,957,,
42376,1409,,
42377,343,,
42380,994,,
42381,1135,,
42382,1293,,
42383,1190,,
42384,1450,,
42387,1451,,
42388,428,,
42389,1352,,
42390,719,,
42391,266,,
42394,517,,
42396,697,,
42397,805,,
42398,541,,
42401,698,,
42402,1175,,
42403,1359,,
42404,968,,
42405,492,,
42408,824,,
42409,1189,,
42410,1277,,
42411,1478,,
42412,1076,,
42415,237,,
42416,1290,,
42417,857,,
42418,603,,
42419,702,,
42422,661,,
42423,1206,,
42424,1124,,
42425,994,,
42426,926,,
42429,872,,
42430,210,,
42431,323,,
42432,453,,
42433,597,,
42437,797,,
42438,687,,
42439,881,,
42440,903,,
42443,735,,
42444,1037,,
42445,873,,
42446,714,,
42447,753,,
42450,595,,
42451,717,,
42452,783,,
42457,1254,,
42458,942,,
42459,337,,
42460,769,,
42461,468,,
42464,572,,
42465,1122,,
42466,472,,
42467,922,,
42468,590,,
42471,624,,
42472,604,,
42473,524,,
42478,684,,
42480,674,,
42481,945,,
42482,781,,
42485,1007,,
42486,543,,
42487,793,,
42488,1129,,
42489,837,,
42492,813,,
42493,892,,
42494,1193,,
42495,804,,
42496,857,,
42499,471,,
42500,778,,
42501,939,,
42502,543,,
42503,992,,
42506,787,,
42507,773,,
42508,779,,
42509,1105,,
42510,1107,,
42513,982,,
42514,1075,,
42515,471,,
42516,627,,
42517,630,,
42520,790,,
42521,970,,
42522,684,,
42523,785,,
42524,891,,
42527,843,,
42528,616,,
42529,541,,
42530,828,,
42531,856,,
42535,589,,
42536,494,,
42537,1036,,
42538,800,,
42541,677,,
42542,813,,
42543,1057,,
42544,954,,
42545,1241,,
42548,339,,
42549,530,,
42550,396,,
42551,528,,
42552,703,,
42555,521,,
42556,890,,
42558,745,,
42559,988,,
42562,540,,
42563,882,,
42564,1110,,
42565,617,,
42566,1072,,
42569,1020,,
42570,906,,
42571,519,,
42572,1018,,
42573,647,,
42576,528,,
42577,1075,,
42578,807,,
42579,704,,
42580,911,,
42583,1009,,
42584,1137,,
42585,1213,,
42586,752,,
42587,397,,
42590,726,,
42591,987,,
42592,1220,,
42593,967,,
42594,816,,
42598,994,,
42599,703,,
42600,521,,
42601,698,,
42604,902,,
42605,866,,
42606,651,,
42607,942,,
42608,1019,,
42611,889,,
42612,578,,
42613,855,,
42614,1071,,
42615,688,,
42619,595,,
42620,816,,
42621,616,,
42622,1056,,
42625,1375,,
42627,531,,
42628,741,,
42629,875,,
42632,755,,
42633,996,,
42634,799,,
42635,536,,
42636,998,,
42639,1100,,
42640,928,,
42641,583,,
42642,1532,,
42643,292,,
42646,203,,
42647,675,,
42648,668,,
42649,1013,,
42650,841,,
42653,685,,
42656,1293,,
42657,575,,
42660,973,,
42661,432,,
42662,701,,
42663,682,,
42664,804,,
42667,701,,
42668,952,,
42669,1099,,
42670,1086,,
42671,656,,
42675,973,,
42676,1336,,
42677,1170,,
42678,1436,,
42681,452,,
42682,927,,
42683,1401,,
42684,343,,
42685,1470,,
42689,1518,,
42690,942,,
42691,1089,,
42692,759,,
42695,1462,,
42696,629,,
42697,358,,
42698,745,,
42699,262,,
42702,571,,
42703,594,,
42704,446,,
42705,1034,,
42706,1262,,
42709,696,,
42710,683,,
42711,1041,,
42712,348,,
42713,766,,
42716,1061,,
42717,824,,
42718,1131,,
42719,805,,
42720,992,,
42723,1020,,
42724,1186,,
42725,904,,
42726,1329,,
42727,867,,
42730,1388,,
42731,423,,
42732,577,,
42733,510,,
42734,444,,
42737,434,,
42738,472,,
42739,659,,
42740,437,,
42741,1011,,
42744,752,,
42745,636,,
42746,546,,
42747,1009,,
42748,916,,
42751,674,,
42752,836,,
42753,706,,
42754,780,,
42755,1265,,
42758,637,,
42759,614,,
42760,651,,
42762,836,,
42765,989,,
42766,1245,,
42767,446,,
42768,735,,
42769,636,,
42772,549,,
42773,953,,
42774,779,,
42775,849,,
42776,907,,
42779,1119,,
42780,1081,,
42781,1364,,
42782,483,,
42783,761,,
42786,589,,
42787,700,,
42788,1107,,
42789,984,,
42793,965,,
42794,732,,
42795,652,,
42796,1266,,
42797,914,,
42800,767,,
42801,970,,
42802,1132,,
42803,975,,
42804,973,,
42808,616,,
42809,768,,
42810,501,,
42811,961,,
42814,863,,
42815,1072,,
42816,1192,,
42817,567,,
42818,838,,
42821,1001,,
42822,737,,
42823,971,,
42824,556,,
42825,702,,
42828,421,,
42830,494,,
42831,895,,
42832,1048,,
42835,690,,
42836,647,,
42837,1096,,
42838,879,,
42842,864,,
42843,1121,,
42844,734,,
42845,543,,
42846,859,,
42849,697,,
42850,787,,
42851,1203,,
42852,937,,
42853,854,,
42857,932,,
42858,944,,
42859,825,,
42860,1277,,
42863,650,,
42864,747,,
42865,634,,
42866,991,,
42867,1162,,
42870,693,,
42871,806,,
42872,961,,
42873,1376,,
42874,1144,,
42877,1194,,
42878,1398,,
42879,1355,,
42880,429,,
42881,426,,
42884,1224,,
42885,894,,
42886,718,,
42887,736,,
42888,689,,
42891,748,,
42892,1161,,
42893,691,,
42894,825,,
42895,802,,
42898,1111,,
42899,834,,
42900,885,,
42901,844,,
42902,805,,
42905,953,,
42906,954,,
42907,847,,
42908,1051,,
42909,1340,,
42913,1309,,
42914,813,,
42915,555,,
42916,827,,
42919,482,,
